model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
4UU3_A.pdb,168,0.07,0.78,0.91
3GOE_A.pdb,80,-0.4,0.77,0.79
6SM4_A.pdb,78,0.53,0.83,0.82
2MIX_A.pdb,21,-1.33,0.6,0.66
6HE6_A.pdb,117,-0.76,0.74,0.84
4KVX_A.pdb,144,0.04,0.78,0.68
1G1C_A.pdb,98,0.14,0.8,0.86
1QHX_A.pdb,178,0.7,0.81,0.89
6ZZA_A.pdb,150,-0.67,0.75,0.86
2HW2_A.pdb,138,1.52,0.86,0.9
5IWB_A.pdb,109,1.54,0.87,0.9
8B8B_A.pdb,99,0.34,0.81,0.77
5JUG_A.pdb,168,-0.79,0.75,0.95
2B98_A.pdb,141,0.33,0.8,0.87
6GWJ_B.pdb,84,-0.17,0.79,0.9
3MTX_A.pdb,138,-0.19,0.77,0.92
3S6F_A.pdb,139,-0.01,0.78,0.86
3IDF_A.pdb,138,0.72,0.82,0.89
3B76_A.pdb,101,0.83,0.84,0.86
3H0N_A.pdb,182,0.6,0.81,0.9
1Q8B_A.pdb,89,-1.12,0.72,0.78
3BLN_A.pdb,139,0.13,0.79,0.89
7S4O_A.pdb,170,-0.85,0.74,0.87
1P9G_A.pdb,40,1.1,0.89,0.73
1XIY_B.pdb,177,-1.09,0.73,0.9
7A3M_A.pdb,64,0.74,0.85,0.87
4R52_A.pdb,174,0.12,0.79,0.91
5DE3_A.pdb,166,0.3,0.79,0.89
8H0L_A.pdb,152,-0.64,0.75,0.89
7OXD_A.pdb,155,-1.29,0.72,0.84
5EVF_A.pdb,104,1.65,0.88,0.88
7YUL_A.pdb,92,-0.23,0.78,0.86
8IBH_A.pdb,75,0.91,0.86,0.82
1GMU_A.pdb,138,0.15,0.79,0.87
1XJT_A.pdb,170,-1.44,0.72,0.77
2ZHN_A.pdb,145,1.7,0.87,0.88
5I0Q_A.pdb,34,0.05,0.77,0.76
1A79_A.pdb,171,-1.43,0.72,0.84
4R30_A.pdb,179,-0.01,0.78,0.91
3A2Z_A.pdb,190,1.09,0.82,0.85
2JJS_C.pdb,115,-0.42,0.76,0.89
2Q7A_A.pdb,152,0.25,0.79,0.94
5TZD_A.pdb,71,-0.61,0.76,0.82
5ZTB_D.pdb,64,0.41,0.82,0.8
2FCJ_A.pdb,114,0.63,0.82,0.85
1PPT_A.pdb,36,1.14,0.9,0.72
7C2F_B.pdb,88,-0.49,0.76,0.92
8AD9_A.pdb,148,0.61,0.81,0.91
3ZIH_A.pdb,79,0.37,0.82,0.84
6N3D_A.pdb,96,0.79,0.84,0.85
2HGO_A.pdb,26,-0.51,0.7,0.84
6JBX_A.pdb,146,-0.05,0.78,0.87
5NUL_A.pdb,138,0.84,0.83,0.88
3K29_A.pdb,157,2.78,0.92,0.67
7BIO_A.pdb,106,-1.18,0.73,0.8
5Y4T_A.pdb,117,0.63,0.82,0.86
6EYX_A.pdb,183,-0.55,0.76,0.9
4PKL_A.pdb,110,0.28,0.8,0.84
7DQG_A.pdb,161,0.16,0.79,0.86
5XRW_A.pdb,79,-0.66,0.75,0.63
6CDB_A.pdb,97,-0.14,0.79,0.8
8P6Q_A.pdb,45,-0.14,0.76,0.8
2RLD_B.pdb,110,-0.13,0.78,0.82
1PK1_B.pdb,70,0.02,0.8,0.85
4ZC3_A.pdb,57,1.03,0.88,0.8
1LQV_A.pdb,172,-0.59,0.76,0.85
2XQU_A.pdb,81,-2.22,0.65,0.77
3AS5_A.pdb,183,0.1,0.79,0.87
1GAK_A.pdb,137,-0.06,0.78,0.93
1KMV_A.pdb,186,1.39,0.84,0.88
3JRV_B.pdb,141,-0.44,0.76,0.79
2CC3_A.pdb,144,-0.01,0.78,0.9
2XW7_A.pdb,175,-0.18,0.77,0.94
2EJQ_A.pdb,107,1.24,0.86,0.89
3C8G_B.pdb,156,-2.87,0.64,0.81
8OSD_A.pdb,103,1.14,0.85,0.91
2ZFC_A.pdb,44,1.2,0.93,0.69
3WPW_A.pdb,149,1.09,0.83,0.89
4RGU_B.pdb,141,0.28,0.8,0.8
3I9F_A.pdb,165,0.02,0.78,0.89
3NPD_A.pdb,111,1.14,0.85,0.87
7DG0_A.pdb,155,-0.18,0.77,0.86
1M4R_A.pdb,142,-0.66,0.75,0.87
2PNT_B.pdb,95,0.75,0.83,0.83
2ZKZ_A.pdb,82,-0.55,0.76,0.84
3CQ1_A.pdb,98,-0.02,0.79,0.85
3TWY_A.pdb,137,0.37,0.8,0.87
5UBE_A.pdb,116,0.38,0.81,0.88
1VR7_A.pdb,119,1.15,0.85,0.88
6R5J_A.pdb,67,1.01,0.87,0.88
2VE8_A.pdb,67,0.45,0.83,0.79
3C4R_A.pdb,119,-0.1,0.78,0.83
7URP_A.pdb,159,-0.02,0.78,0.93
4UUU_A.pdb,137,0.21,0.79,0.8
7QRL_C.pdb,149,0.82,0.82,0.88
6CKA_A.pdb,66,0.52,0.83,0.72
4YIF_A.pdb,140,-0.41,0.76,0.84
3GXQ_A.pdb,53,-1.13,0.68,0.72
4WXW_A.pdb,165,0.65,0.81,0.89
2DTB_A.pdb,26,-0.28,0.73,0.69
5D23_A.pdb,61,0.94,0.86,0.82
5WI2_A.pdb,92,-1.13,0.73,0.91
6SF3_A.pdb,76,-0.15,0.78,0.84
3BJO_A.pdb,102,-0.17,0.78,0.84
2B0A_A.pdb,186,1.08,0.83,0.92
1WY1_A.pdb,142,-0.11,0.78,0.85
