model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
5XOK_A.pdb,21,-2.01,0.52,0.39
6X7H_A.pdb,100,-0.02,0.79,0.87
2PN6_A.pdb,150,0.41,0.8,0.84
3DTD_B.pdb,146,1.28,0.84,0.88
1F7L_A.pdb,118,-0.17,0.78,0.86
4HQB_A.pdb,143,0.1,0.79,0.82
1MK4_A.pdb,157,0.84,0.82,0.89
3ES1_A.pdb,160,0.61,0.81,0.88
4MP0_B.pdb,30,-0.93,0.65,0.3
4AG7_A.pdb,165,-0.39,0.76,0.9
6JK4_A.pdb,126,-1.53,0.7,0.93
2PD2_A.pdb,108,0.45,0.81,0.89
6S98_A.pdb,147,1.52,0.86,0.87
7C1I_A.pdb,115,0.38,0.81,0.88
4F2E_A.pdb,98,-0.26,0.78,0.86
8EJM_B.pdb,47,-0.61,0.72,0.6
1NPS_A.pdb,88,0.89,0.85,0.85
7W62_A.pdb,140,0.71,0.82,0.95
5H66_C.pdb,67,-1.62,0.69,0.77
7K5L_A.pdb,124,0.57,0.81,0.69
1BUO_A.pdb,121,-1.57,0.7,0.89
1EJE_A.pdb,192,0.06,0.78,0.84
3PIW_A.pdb,154,-0.39,0.76,0.86
7FCJ_A.pdb,148,-0.43,0.76,0.92
8FN9_D.pdb,100,0.57,0.82,0.91
3GWY_B.pdb,133,-0.46,0.76,0.88
8FD4_A.pdb,34,-0.05,0.76,0.87
2A8N_A.pdb,130,0.6,0.82,0.93
3NY7_A.pdb,118,1.22,0.85,0.93
2WZO_A.pdb,146,1.63,0.86,0.84
3BP3_A.pdb,79,-0.06,0.79,0.77
1AKH_A.pdb,49,0.53,0.85,0.91
3QZR_A.pdb,180,1.26,0.84,0.9
3ER7_A.pdb,115,0.56,0.82,0.83
5T7D_A.pdb,173,-0.02,0.78,0.93
3AJ4_A.pdb,112,-0.78,0.75,0.88
2TNF_A.pdb,148,-0.66,0.75,0.82
4EXR_A.pdb,148,-0.65,0.75,0.84
7YR9_A.pdb,146,0.63,0.81,0.96
2PH0_A.pdb,157,0.41,0.8,0.81
4DZ6_A.pdb,168,-0.05,0.78,0.93
3DNJ_A.pdb,80,0.95,0.86,0.88
2XHF_A.pdb,156,1.06,0.83,0.95
7Y43_A.pdb,79,1.4,0.89,0.85
2OVG_A.pdb,58,0.73,0.86,0.8
2FK5_A.pdb,195,0.04,0.78,0.88
2STA_I.pdb,28,-0.16,0.74,0.73
4IEJ_A.pdb,75,-1.18,0.72,0.86
7WA9_A.pdb,141,0.84,0.82,0.92
5XO3_A.pdb,21,-6.45,0.0,0.46
2RH3_A.pdb,121,0.26,0.8,0.81
1ZPS_A.pdb,124,-0.22,0.77,0.83
8CD5_A.pdb,147,0.66,0.81,0.88
6WFI_A.pdb,144,1.06,0.84,0.96
3LYX_A.pdb,118,0.11,0.79,0.9
3O7A_A.pdb,52,0.08,0.79,0.86
3I71_A.pdb,56,0.4,0.83,0.83
6VW9_B.pdb,68,0.57,0.84,0.86
2HBA_A.pdb,52,1.19,0.91,0.79
4LUK_A.pdb,189,2.66,0.89,0.89
6ZM9_A.pdb,129,-0.06,0.78,0.86
6XCG_A.pdb,133,-0.23,0.77,0.83
2YOP_A.pdb,177,-0.05,0.78,0.93
5CYZ_C.pdb,99,-3.67,0.59,0.71
4Q2S_A.pdb,136,-0.14,0.77,0.92
3KHN_B.pdb,156,0.82,0.82,0.89
3R15_A.pdb,78,0.13,0.8,0.87
4DCK_A.pdb,153,-0.33,0.76,0.79
5FR7_A.pdb,145,-0.16,0.77,0.85
2WH9_A.pdb,36,-0.89,0.66,0.73
2QXY_A.pdb,118,0.93,0.84,0.86
2YVE_A.pdb,175,-0.03,0.78,0.86
2AG4_A.pdb,164,2.47,0.89,0.82
5ZIQ_A.pdb,155,0.38,0.8,0.88
3I3G_A.pdb,143,-0.43,0.76,0.9
5M2O_B.pdb,74,0.96,0.86,0.92
5LYP_A.pdb,137,0.8,0.82,0.87
2PVB_A.pdb,107,-0.05,0.79,0.84
4QN8_A.pdb,148,0.69,0.81,0.87
6AKQ_A.pdb,185,2.6,0.89,0.85
1YBX_A.pdb,87,1.96,0.92,0.85
4H86_A.pdb,187,-0.25,0.77,0.89
1NLQ_A.pdb,105,0.99,0.84,0.88
4CNI_C.pdb,171,0.03,0.78,0.82
4XO1_A.pdb,55,0.6,0.84,0.87
2COV_D.pdb,92,-0.13,0.79,0.91
3RY0_A.pdb,65,1.11,0.87,0.93
2MCM_A.pdb,112,1.58,0.87,0.9
5UFT_A.pdb,144,0.31,0.8,0.89
3E1R_A.pdb,46,1.05,0.9,0.76
3FNC_A.pdb,157,-0.02,0.78,0.87
6ON1_A.pdb,147,0.98,0.83,0.91
3BR8_A.pdb,90,1.1,0.86,0.88
3ZIE_A.pdb,82,0.43,0.82,0.87
4HGN_A.pdb,165,0.6,0.81,0.94
3NYM_A.pdb,113,-1.08,0.73,0.82
2YHF_A.pdb,118,-1.77,0.69,0.88
2NYT_B.pdb,190,-1.9,0.7,0.83
5TIF_A.pdb,182,0.2,0.79,0.88
1OR4_A.pdb,169,-0.81,0.74,0.87
5OS9_A.pdb,114,-0.57,0.76,0.8
6GV5_A.pdb,123,0.79,0.83,0.91
5O8W_B.pdb,90,0.26,0.81,0.86
5JRT_A.pdb,64,-0.41,0.76,0.82
8F3K_A.pdb,115,0.61,0.82,0.95
3GPK_A.pdb,107,1.16,0.85,0.84
6H86_A.pdb,76,1.6,0.9,0.84
3D7J_A.pdb,132,-0.17,0.77,0.86
2XL1_A.pdb,15,0.04,0.77,0.82
5FQ1_A.pdb,108,0.65,0.82,0.89
4DUI_A.pdb,164,2.94,0.91,0.88
6HHK_A.pdb,170,-1.33,0.72,0.88
3N5B_B.pdb,86,-0.51,0.76,0.82
1ZZK_A.pdb,80,1.24,0.88,0.8
4DIP_A.pdb,121,1.06,0.84,0.87
3IFU_A.pdb,175,-1.36,0.72,0.93
3KKC_A.pdb,174,-0.97,0.74,0.81
1J98_A.pdb,153,0.51,0.81,0.89
7CSV_A.pdb,98,0.3,0.81,0.81
1FAO_A.pdb,100,-0.77,0.75,0.88
6MYD_A.pdb,155,0.73,0.82,0.83
6JM5_A.pdb,123,0.8,0.83,0.87
2ZXY_A.pdb,86,0.91,0.85,0.85
3LQV_A.pdb,113,1.47,0.86,0.85
6ZPA_A.pdb,173,0.01,0.78,0.94
8OWI_A.pdb,55,2.49,1.0,0.83
2IP6_A.pdb,87,0.29,0.81,0.85
3DRN_A.pdb,152,1.09,0.83,0.95
2EK0_A.pdb,90,-0.16,0.78,0.89
7OVV_B.pdb,196,-0.25,0.77,0.88
3WVA_A.pdb,163,0.23,0.79,0.85
5IO9_A.pdb,98,0.92,0.84,0.84
6G4I_A.pdb,24,-0.31,0.72,0.38
3LGB_B.pdb,188,0.62,0.81,0.9
5NB4_A.pdb,164,-0.22,0.77,0.78
6IUH_A.pdb,123,1.66,0.87,0.85
4RS8_A.pdb,84,0.68,0.84,0.84
2CY2_A.pdb,173,-0.24,0.77,0.88
3KY8_A.pdb,178,0.88,0.82,0.84
6CB7_A.pdb,119,-1.65,0.7,0.82
6YYL_A.pdb,147,0.54,0.81,0.93
3FKA_A.pdb,113,-0.36,0.77,0.89
5FLH_A.pdb,190,1.15,0.83,0.92
6NZX_A.pdb,76,1.59,0.9,0.93
6E5X_A.pdb,127,-0.7,0.75,0.85
2FM8_A.pdb,134,0.22,0.79,0.86
1T6U_A.pdb,117,0.76,0.83,0.9
1TZ0_A.pdb,106,-0.5,0.76,0.78
2NZ7_A.pdb,93,0.21,0.8,0.85
2BL8_B.pdb,82,0.46,0.82,0.78
2VO8_A.pdb,136,-0.06,0.78,0.85
2QH0_A.pdb,129,-1.19,0.72,0.89
6MTJ_D.pdb,128,-1.01,0.73,0.84
6UIO_A.pdb,112,-0.34,0.77,0.92
3D1P_A.pdb,118,0.57,0.82,0.86
4JG9_A.pdb,135,0.18,0.79,0.88
3ADG_A.pdb,72,1.51,0.89,0.82
4HS2_A.pdb,64,-0.64,0.75,0.81
