model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
6JMK_A.pdb,142,0.66,0.82,0.83
4L8A_A.pdb,159,0.55,0.81,0.92
1IB9_A.pdb,34,-0.65,0.68,0.64
1WPU_A.pdb,147,-0.06,0.78,0.83
5CXO_A.pdb,129,0.49,0.81,0.93
3HJ7_A.pdb,130,0.39,0.8,0.92
2Q00_B.pdb,122,-0.49,0.76,0.83
6P0Q_A.pdb,93,-0.8,0.75,0.83
3CI3_A.pdb,188,-0.85,0.75,0.84
7XV9_A.pdb,80,-0.33,0.77,0.8
5C5D_A.pdb,158,0.73,0.82,0.91
1UPT_B.pdb,54,-0.03,0.79,0.85
4Z39_A.pdb,121,-0.93,0.73,0.87
3ALR_A.pdb,63,0.08,0.8,0.89
1PP0_B.pdb,194,-0.24,0.77,0.86
6O3X_A.pdb,148,0.19,0.79,0.81
7W0Q_A.pdb,173,-0.04,0.78,0.92
5ESC_A.pdb,119,0.57,0.82,0.9
1CMC_A.pdb,104,-0.53,0.76,0.73
3ZRX_A.pdb,111,0.82,0.83,0.78
6A7T_B.pdb,138,-0.58,0.75,0.9
1GWM_A.pdb,153,1.54,0.86,0.86
2QHO_B.pdb,47,0.65,0.86,0.83
6TGJ_A.pdb,68,0.98,0.87,0.81
3ULJ_A.pdb,87,2.46,0.95,0.87
6RWC_A.pdb,84,0.35,0.82,0.87
3JYG_A.pdb,178,-0.37,0.76,0.9
8CMP_A.pdb,58,-0.11,0.78,0.86
6JF8_A.pdb,159,-0.29,0.77,0.95
4DPB_X.pdb,99,2.15,0.91,0.84
2X5R_A.pdb,124,-0.3,0.77,0.92
5FVJ_A.pdb,165,-0.25,0.77,0.87
4Q29_A.pdb,118,0.7,0.82,0.86
4HCJ_A.pdb,169,-0.49,0.76,0.86
5BUV_A.pdb,174,0.46,0.8,0.94
4AOH_A.pdb,123,-0.32,0.77,0.88
6IR8_A.pdb,69,-0.34,0.77,0.67
4XRA_A.pdb,168,-0.33,0.77,0.9
3IU6_A.pdb,142,1.03,0.83,0.92
5X6L_A.pdb,186,1.62,0.85,0.86
6J2Z_A.pdb,96,0.11,0.8,0.91
1PAQ_A.pdb,156,-0.61,0.75,0.84
1BM8_A.pdb,99,-0.34,0.77,0.8
5FGP_A.pdb,140,-0.79,0.74,0.86
7WW6_A.pdb,129,0.48,0.81,0.78
3HF5_A.pdb,115,0.61,0.82,0.83
2YVA_A.pdb,193,1.39,0.83,0.93
3DF8_A.pdb,105,-1.03,0.74,0.79
1CZ6_A.pdb,25,-1.76,0.55,0.68
7ZJ1_A.pdb,82,0.21,0.81,0.84
2P3H_A.pdb,98,1.16,0.86,0.9
5IDM_A.pdb,177,0.83,0.82,0.88
3PG6_A.pdb,135,2.21,0.9,0.91
4GIP_A.pdb,81,-1.38,0.71,0.64
4L2W_A.pdb,67,2.73,0.99,0.92
2QSI_A.pdb,110,-0.26,0.77,0.87
1UL2_A.pdb,16,-0.06,0.75,0.57
2XV5_A.pdb,53,1.38,0.92,0.75
4GGT_B.pdb,106,1.24,0.86,0.89
4JIU_A.pdb,105,0.93,0.84,0.87
8E0L_A.pdb,164,3.65,0.94,0.85
1Q4U_A.pdb,140,-0.67,0.75,0.92
2STB_I.pdb,29,-0.2,0.74,0.65
1FQI_A.pdb,133,-0.81,0.74,0.81
8E2Q_A.pdb,154,-0.14,0.77,0.88
4ZRL_B.pdb,62,-1.34,0.7,0.78
1BEI_A.pdb,34,-2.95,0.41,0.53
3RVC_A.pdb,118,-0.73,0.75,0.71
2FDO_A.pdb,89,-2.99,0.61,0.57
1TX4_A.pdb,196,-0.43,0.76,0.87
5YKZ_A.pdb,112,-0.53,0.76,0.9
1U2H_A.pdb,96,0.39,0.81,0.87
2FO3_A.pdb,109,0.71,0.83,0.92
3F3Q_A.pdb,109,0.17,0.8,0.8
7UDO_A.pdb,172,3.23,0.92,0.82
7YHR_A.pdb,59,0.49,0.83,0.87
2NNN_A.pdb,133,-0.94,0.73,0.87
3WTD_B.pdb,141,-0.74,0.74,0.89
7T5V_A.pdb,34,0.77,0.85,0.82
4BHR_B.pdb,87,1.08,0.86,0.87
1JQL_B.pdb,140,-3.7,0.59,0.67
7PFH_A.pdb,178,-0.57,0.76,0.94
3FXT_A.pdb,90,0.11,0.8,0.89
2AAL_A.pdb,129,0.47,0.81,0.94
1Y7R_A.pdb,126,-1.66,0.7,0.83
1Z2U_A.pdb,150,2.58,0.91,0.87
2QZT_A.pdb,108,1.0,0.84,0.82
6EUN_A.pdb,147,1.04,0.83,0.88
2JUS_A.pdb,13,-1.45,0.59,0.9
1AM7_A.pdb,150,1.03,0.83,0.86
3E8Y_X.pdb,30,0.6,0.83,0.79
2XCB_A.pdb,133,0.68,0.82,0.87
4UYT_A.pdb,178,-0.94,0.74,0.93
1IRQ_A.pdb,48,0.33,0.82,0.81
2RCF_A.pdb,82,-0.02,0.79,0.85
3RNJ_A.pdb,67,0.7,0.85,0.78
3ETZ_A.pdb,106,2.24,0.91,0.9
